gene	logFC	pval	adj_pval
GINS2	1.16259351545336	1.96850612444359e-15	1.36354259501808e-14
GINS4	1.20372338456699	1.4523220911857e-22	2.7142612191273e-21
GJA7	1.16317616445462	6.2800186689554e-26	1.87746626347299e-24
GJB2	-1.24628286089448	3.24823538261259e-17	2.83043514344661e-16
GK	-1.4356613834386	1.33894843187088e-29	6.94584713006663e-28
GK3P	-1.75011764530072	4.99328343796902e-29	2.39620045559251e-27
GLDN	1.1271395731691	6.90631332369895e-09	2.18930000887559e-08
GLOD5	-1.60819667166051	1.60566873371998e-18	1.68478864233806e-17
GLP2R	-1.6928679958237	8.81903269386115e-29	4.09065549911353e-27
GLS2	-3.32273557734174	2.25585416569355e-19	2.6584914060247e-18
GLT1D1	-1.00786385343971	5.09273395983277e-07	1.30971746562371e-06
GLT8D2	-1.10630784270486	1.22573568447028e-15	8.70774343762757e-15
GLULD1	-1.26801497825528	5.44781609755795e-09	1.75230893676907e-08
GLYAT	-1.34637369435215	1.35997625483051e-13	7.38284841654058e-13
GLYATL1	-1.93915873145692	7.15950810623126e-20	9.0869000750734e-19
GMNN	1.40297068738812	1.55951984298066e-28	6.87013873685555e-27
GNA14	-2.06963031626319	3.21940879203476e-41	7.24453989256255e-39
GNAL	1.22283097672844	3.35374692433665e-14	1.98318869971782e-13
GNAZ	1.94399865564633	1.814247530527e-18	1.88464440912886e-17
GNG4	1.93088636512615	3.30023267563021e-12	1.52611703733947e-11
GNMT	-1.49172550801944	5.62910566307189e-18	5.4276703822509e-17
GPC3	2.97115046610467	4.14305067354328e-22	7.28511930473524e-21
GPC4	-1.20522177960734	9.39951368112353e-09	2.93384633211001e-08
GPD1	-1.8769613516794	5.29387945000989e-17	4.47707875071431e-16
GPM6A	-3.88683820811324	3.92529660288181e-49	3.44021258058883e-46
GPM6B	-1.060410024417	3.10386490159873e-23	6.35738724986742e-22
GPR109A	-1.20573885580969	3.54698231153221e-10	1.30500109261234e-09
GPR128	-2.7596810741267	1.55144701649459e-30	9.0648055153221e-29
GPR146	-1.23247216438219	1.49180618683714e-21	2.41884679875483e-20
GPR158	1.57525909442899	3.50423540884433e-07	9.20241728876766e-07
GPR171	-1.08990642624096	1.96472157845199e-10	7.45421365331113e-10
GPR177	-1.0113000919729	1.14723545663283e-09	3.98742743140262e-09
GPR18	-1.13825079811161	2.22243485971093e-13	1.18123157624981e-12
GPR180	-1.15285483869432	1.27338842774614e-14	7.97460101497881e-14
GPR182	-3.89400745363572	1.09093055000982e-48	9.08308775938177e-46
GPR19	1.41501904411225	3.90517858726345e-18	3.84015789289899e-17
GPR39	1.6222315621507	1.29916032209795e-16	1.05170722817575e-15
GPR65	-1.51254548583958	1.19822578522727e-23	2.64978164350657e-22
GPR83	-1.20970928652268	1.4373755682501e-17	1.31584265874111e-16
GPRASP1	-1.05496281827887	4.12209798319395e-18	4.03771621271445e-17
GPRC5A	-1.53702691791674	2.58167489966409e-13	1.35915429747728e-12
GPSM2	1.31304898603147	1.48701104077553e-26	4.90330848534536e-25
GPT	-1.45566839082054	3.13998888901328e-21	4.8866443906401e-20
GRAMD1C	-1.45230815084733	2.48556549477819e-17	2.20040598719014e-16
GRASP	-1.07925986210845	5.60414747113097e-24	1.29252442782927e-22
GREM2	-2.72910548375776	1.25858076791262e-19	1.53089020798254e-18
GRHL2	-1.88245204102582	1.07413679276324e-24	2.70675009752197e-23
GRIA3	-1.23491890093461	6.37618981010184e-13	3.19327256294183e-12
GRM8	-1.37206113843459	1.17186444829564e-23	2.59838705632743e-22
GSPT2	-1.85590978650767	2.29399022423853e-17	2.04057292809936e-16
GSTA2	-1.88807916627501	8.26745142862186e-11	3.28175449795974e-10
GSTA4	1.18743810170328	3.81272928121928e-18	3.75900343344366e-17
GSTP1	-1.10765761483989	2.39392841625285e-17	2.12606378599693e-16
GSTZ1	-1.68634246315232	2.54216333785869e-27	9.36550971283693e-26
GTSE1	1.96566209661651	5.56255211566426e-31	3.50862188750157e-29
GUCY2C	1.10848051842143	1.47327314151463e-09	5.05208903469967e-09
GYS2	-2.60545160198725	1.68567648776454e-17	1.53219895601829e-16
GZMB	-1.04413659132644	2.46144213100423e-13	1.29955403822075e-12
GZMK	-1.64189836460095	3.49102813283311e-17	3.02301614497852e-16
HAAO	-1.28166245564862	7.89937498063837e-19	8.6539731695783e-18
HAL	-1.20759971478748	1.88047230890545e-07	5.09164632323473e-07
HAMP	-4.0981363776227	2.75783718491898e-34	2.71736714812253e-32
HAND2	-3.36260424620073	1.78229425587032e-32	1.3490347249433e-30
HAO2	-2.55600426703343	5.28158374680758e-16	3.91580287408013e-15
HBA1	-1.24018905293625	1.53436931434221e-23	3.33991082646097e-22
HBB	-1.40116637187872	4.55010980601272e-20	5.93796461518212e-19
HCG8	1.16142980986668	1.37303540089167e-17	1.25901902509076e-16
HCK	-1.08945209301923	1.11310628955594e-18	1.19660722619016e-17
HCLS1	-1.07250964009342	1.84915133710618e-18	1.91373946957688e-17
HDAC11	1.33970045647239	1.12732375324266e-33	1.02580301305994e-31
HDC	-1.25422992463513	1.2805399304527e-17	1.18070603111286e-16
HELLS	1.88630683053633	4.7545780463996e-30	2.59584372552938e-28
HEPACAM	-3.31731477773687	1.76462332849309e-20	2.43450767738749e-19
HES6	1.19454330689149	7.92457006500204e-25	2.04906740252196e-23
HGD	-1.01684210916608	6.799511910869e-14	3.82777120824174e-13
HGF	-2.17347099879018	4.73123496176467e-26	1.43505509259208e-24
HGFAC	-3.34405856120977	1.82222223493682e-28	8.0062386955588e-27
HHIP	-2.50992071036259	2.32749744617535e-48	1.76170397607781e-45
HIGD1B	2.15470776701556	1.54357178225706e-33	1.38191168377121e-31
HIST1H2AG	1.49200852794301	2.70901500826558e-12	1.26572721429962e-11
HIST1H2AM	1.21324828297252	1.30675150789856e-20	1.84250856134858e-19
HIST1H2BJ	1.06713068398227	2.46199583237421e-15	1.68090014762998e-14
HIST1H3C	1.33484398374789	4.45459545797823e-24	1.04036358437943e-22
HIST1H3E	1.07390087668788	2.19752707424838e-12	1.03840013735482e-11
HIST1H3H	1.13210772872019	1.19722114761536e-15	8.51243661404395e-15
HIST2H4A	1.44412642333058	1.18930667653872e-21	1.95888573469068e-20
HK3	-1.39411881986907	4.32343290203375e-30	2.37603315790977e-28
HKDC1	1.50567929998933	4.61198508085562e-08	1.33423863041014e-07
HLA-DPB1	-1.0296458914208	3.40164241800711e-12	1.57213848306007e-11
HMCN1	-1.03324802730273	2.57615801897939e-08	7.6823394219278e-08
HMGA1	1.26385432564892	2.36240498834473e-22	4.30873689659546e-21
HMGCLL1	-2.10444704108563	4.00280106596294e-40	8.33183041880186e-38
HMMR	3.12002715460566	3.85281062466764e-44	1.30932658208093e-41
HMOX1	-1.30561755183804	1.97849820382226e-18	2.03873465903764e-17
HOXA10	1.516242311234	1.3756857887704e-13	7.45943332940561e-13
HOXA13	2.87117585136789	5.72634791393016e-19	6.40827590475571e-18
HOXD1	1.02650980531968	7.15080181974148e-12	3.18979780075904e-11
HOXD10	1.62330645991463	5.18704835784667e-13	2.63177115340837e-12
HOXD8	1.35317782982612	1.85390207585229e-16	1.47005606509964e-15
HOXD9	1.24346715194984	7.3010840950141e-16	5.30906778821724e-15
HPD	-1.83545920764088	1.38815901813054e-10	5.36574372560581e-10
HPGD	-2.01444320454021	1.15776497083627e-10	4.51395511457867e-10
HRASLS3	-1.01467908775218	2.03300062792079e-16	1.60230487664069e-15
HS3ST3A1	-2.16422055500493	1.18005249862636e-26	3.96174076756575e-25
HS3ST3B1	-1.15703562117696	4.35615760626283e-14	2.53277711101566e-13
HS6ST2	1.30305467377383	1.73965563534343e-06	4.19289993338238e-06
HSD11B1	-1.92966318248785	5.78149935918852e-11	2.33164270596288e-10
HSD17B13	-3.20648069455883	2.99616387674959e-18	2.99292866680469e-17
HSD17B2	-1.2797505284489	1.91329933209443e-17	1.72590793488821e-16
HSF2BP	1.12596996247607	7.32564284894249e-20	9.26949883895063e-19
HSPB6	-1.5080183672385	8.43288988445226e-14	4.69647098180264e-13
HTR1D	1.70533615837788	1.14356835170631e-10	4.45964875705234e-10
ID1	-2.49378422654504	5.68317310119459e-31	3.57117730117329e-29
ID3	-1.22066720715047	4.09014791813079e-21	6.23139461415497e-20
ID4	-1.81020499553345	8.41762243061636e-17	6.92883088060424e-16
IGF1	-2.09147139407511	4.11606417579034e-19	4.70423477386827e-18
IGF2	-2.42607922594049	1.51466682187395e-13	8.1784150187565e-13
IGF2BP1	1.9429203464859	8.26604585472867e-16	5.98201632216175e-15
IGF2BP3	2.65499722795359	3.49379739442791e-24	8.25229988822887e-23
IGFALS	-2.04518413345726	4.55990277303261e-33	3.77768661574821e-31
IGFBP3	-1.69857301607574	2.2887791062799e-32	1.70909191380148e-30
IGFBP6	-1.30515944003538	4.01429013760088e-15	2.67919676838998e-14
IGHG1	-1.88683553076146	4.63153554929545e-15	3.06657375613789e-14
IGHG2	-2.49267930720332	8.06339103494907e-16	5.83789510930313e-15
IGHG3	-2.16492282037579	6.86510837131826e-16	5.00515694392258e-15
IGHG4	-2.10993591546584	4.11087666897044e-21	6.25725030088627e-20
IGHM	-1.90979250993214	7.21521858432205e-17	5.99839340320174e-16
IGHV4-31	-2.17113324991776	6.05510087598791e-14	3.44363182332482e-13
IGJ	-3.34473212198576	1.91910301421999e-23	4.11815765371022e-22
IGKC	-1.43932529838487	2.86299226289718e-10	1.06559113012436e-09
IGKV1-5	-2.48577205341003	6.77969570731452e-17	5.6521261218772e-16
IGKV1D-8	-2.18364179061339	5.46072584253215e-13	2.75779987376964e-12
IGKV2-24	-1.56151795193004	1.0101638110796e-12	4.96494916826964e-12
IGKV3-20	-2.60143710864625	1.50078023026008e-16	1.20671136621394e-15
IGLJ3	-1.28847329463255	3.32618562424364e-11	1.37814488715862e-10
IGLV3-19	-1.51816226306104	6.67526988545987e-11	2.67782688828421e-10
IGLV3-25	-1.89604488215545	1.00508566947591e-15	7.19857486800555e-15
IGLV6-57	-1.15458171441124	5.92058175729407e-11	2.38369263593958e-10
IGSF1	1.47035596204822	1.12746061225391e-08	3.48449779421902e-08
IGSF10	-1.55789309570865	5.84420591464398e-25	1.5301686153402e-23
IGSF3	2.01244800759938	1.50614825178402e-26	4.95659697405287e-25
IKZF1	-1.05842881907365	2.4398999268389e-14	1.46728832003327e-13
IL13RA2	-3.62913798701502	3.48174803661865e-29	1.71026750164524e-27
IL18	-1.09832029738451	1.24352779439688e-10	4.83136370328905e-10
IL18R1	-1.73159283333292	4.96039193737266e-27	1.74630965203234e-25
IL18RAP	-1.24085080212189	7.87409427399066e-20	9.87345013934431e-19
IL1B	-1.76883223681178	3.06618357715236e-20	4.08791744809777e-19
IL1RAP	-1.51529474977466	2.1588422708814e-24	5.24803525470323e-23
IL1RL1	-2.51544203149126	1.79072249437442e-29	9.20342931367987e-28
IL24	-1.37869907294577	1.83709881199362e-16	1.45951189968119e-15
IL2RB	-1.14337596169415	2.5527970139601e-17	2.25752394458118e-16
IL33	-2.05543845428934	2.40723437514303e-27	8.92767635075317e-26
IL6	-1.86226770185156	1.37354669862128e-13	7.45026046431323e-13
IL7R	-1.7267964478212	1.5091683180954e-14	9.33531605977883e-14
IL8	-1.23041236261701	4.88338522489091e-07	1.26016009243582e-06
IL8RA	-1.08632476368153	7.27926888311051e-17	6.04862202802177e-16
IL8RB	-1.4758322772933	2.52152925429213e-16	1.95933295111865e-15
IL8RBP	-2.30496658461567	6.11680808675184e-22	1.05333079897199e-20
INDOL1	-3.80015404189071	2.26913090088805e-31	1.4994272921265e-29
INMT	-2.88565824645264	3.78577902245664e-31	2.45294911602911e-29
IQGAP3	1.47847873448389	4.32139605211008e-29	2.07976552195772e-27
IRAK3	-1.1873848444115	1.6438280537652e-19	1.97354179894002e-18
IRF4	-1.19511200543299	3.4896401225461e-14	2.05624512811881e-13
IRF8	-1.32273602781435	2.67513029114057e-25	7.39971255948053e-24
IRX3	1.25020138841656	4.2834176694081e-10	1.56488527931074e-09
ISLR	-1.86224300836531	3.6865674997388e-13	1.90507930630028e-12
ISX	2.70765682228119	6.98896570102369e-18	6.66935569360724e-17
ITGA6	1.15870972710263	2.31377223282757e-30	1.32401839247576e-28
ITGA9	-1.85289070444169	1.19579947209321e-30	7.1115902890343e-29
ITGAD	-1.87711577545257	4.17887951615455e-21	6.34915161523773e-20
ITGB3BP	1.00289835367772	7.85911425941474e-22	1.3245948446131e-20
ITGB8	-2.41799106795844	1.49554686552823e-18	1.57819051994779e-17
ITGBL1	-1.24890300734473	4.83801850366248e-07	1.2486466851052e-06
ITIH4	-1.28247860503207	9.6661475071917e-18	9.09896485527169e-17
ITIH5	-1.17014254053495	1.83548527306009e-12	8.75021493472563e-12
ITK	-1.35115652342606	3.40046266616703e-13	1.76345388716952e-12
ITLN1	-4.06642195334148	7.73415791403761e-39	1.37009784664419e-36
ITPKA	1.00859218697307	1.77433255641357e-16	1.41544280615107e-15
IYD	-1.97301538757761	7.72130402736316e-17	6.38724066883514e-16
JMJD5	-2.54512510401724	6.93786552577763e-29	3.25434751366899e-27
JPH1	1.1792476345476	1.27733959483495e-07	3.52682124576216e-07
JRK	1.28187931241048	4.06081029547152e-30	2.25402043467306e-28
KBTBD11	-2.7477881604383	1.22955666436489e-29	6.438546407234e-28
KCNA3	-1.24002750479095	1.91997251146231e-16	1.51883051120525e-15
KCND3	-1.9182077446787	3.04852609431391e-17	2.66338176928202e-16
KCNH7	-1.15401594046178	2.30884190911509e-26	7.37943099243464e-25
KCNJ10	-2.50982033710864	3.34000296543431e-26	1.03764420485844e-24
KCNJ16	-3.27845101324378	3.15266741540147e-31	2.06685896855375e-29
KCNK17	-2.3447433671996	3.6395516949592e-34	3.51188452335278e-32
KCNK5	-1.0102728099762	5.7169014169548e-09	1.83284255670257e-08
KCNK9	1.13664730508649	6.09657120902385e-12	2.74378658845041e-11
KCNN2	-3.97052403556226	8.01931581306404e-35	8.3461029324464e-33
KCNN3	1.06768404143237	1.76943826829234e-18	1.84500225695705e-17
KIAA0101	2.19478131235861	4.8616742978172e-35	5.18952566713154e-33
KIAA1199	1.35299478667686	1.20709444684736e-10	4.69748462932982e-10
KIAA1244	1.53923393793358	1.3680161828622e-08	4.19293308982541e-08
KIAA1462	1.14559615417924	6.14134969069659e-19	6.83594619314703e-18
KIAA1522	1.34384572041942	2.82141680357284e-25	7.74007127069109e-24
KIAA1524	1.13949033218612	3.82141331541481e-23	7.76974047964437e-22
KIAA1772	1.18810446308092	7.70831525676265e-22	1.30181405330235e-20
KIAA1822L	1.10106559474409	1.63102134141327e-09	5.5643858588842e-09
KIF11	2.19240020600092	1.14801348323992e-36	1.49349379085244e-34
KIF14	2.00106163420167	1.22108374737446e-32	9.50162923424274e-31
KIF15	2.30724212632956	1.28462716918627e-34	1.32046985316603e-32
KIF18A	2.44030907827295	3.39754033407647e-35	3.67375595084685e-33
KIF20A	3.24802798812522	2.0742847816864e-43	6.05982283941086e-41
KIF23	2.19999740267364	3.72337648147198e-33	3.14729264819652e-31
KIF24	1.36069553357134	3.02577768010393e-32	2.20987938285485e-30
KIF4A	2.12349970670022	1.35618183426099e-38	2.2811252428398e-36
KIFC1	2.24031875391062	7.49468097284775e-37	1.01464575251919e-34
KISS1R	1.17000303378306	5.88963352401337e-08	1.68512332374348e-07
KLF4	-1.36772088802874	2.10072473366755e-16	1.64850463077437e-15
KLK11	-1.37105432111586	9.92248705011068e-32	6.79955779252852e-30
KLKB1	-1.23682590060602	2.059131892289e-23	4.39035393987151e-22
KLRB1	-1.65166328483691	9.15326396628828e-21	1.32079854043876e-19
KLRC1	-1.07517393490219	4.38280368162068e-14	2.54738034577129e-13
KLRD1	-1.56771005972771	5.93933182665676e-24	1.36604632013105e-22
KLRF1	-1.40884719493921	1.22499865349547e-21	2.01170390315647e-20
KLRK1	-1.64339385832341	5.45346571617267e-19	6.11934710954901e-18
KMO	-2.23172640590592	4.32371479665154e-26	1.32107337236406e-24
KNTC1	1.52997823984029	5.8442663905619e-25	1.5301686153402e-23
KPNA2	1.01542421648273	2.89825066038939e-30	1.63598881345099e-28
KRT19	-2.62677249144047	1.37175965100066e-21	2.24166258179224e-20
KRT20	1.01158606206831	2.51201266952781e-07	6.69280559567633e-07
KRT7	-1.68404987819176	1.33135068664924e-12	6.44841525133307e-12
KRTCAP3	-1.84179772264053	7.33754685366753e-18	6.97401998899952e-17
KYNU	-1.14864380706811	1.55078254779696e-15	1.08868596062036e-14
LAG3	-1.12301037249532	3.96107437821136e-17	3.39999023432863e-16
LAMA2	-2.08387509688108	1.92844853742057e-17	1.73675094889818e-16
LAMA3	1.338313364082	5.07782262817701e-13	2.57871004587995e-12
LAMC1	1.10382388574113	9.3523943386776e-21	1.34719784193477e-19
LAMC3	-1.19357643843573	3.83433780540845e-15	2.5662939363208e-14
LCAT	-2.82202626000935	4.45439727439752e-32	3.21102265858301e-30
LCN2	1.39094026191401	1.10913730302129e-06	2.74089477346532e-06
LCP2	-1.03594652975479	5.36325255641654e-17	4.53344576494661e-16
LDB2	-1.20069173344626	3.33832260731513e-24	7.90750327980249e-23
LDHD	-1.50646091493364	8.77527755912785e-20	1.09293883256991e-18
LDLRAD1	1.03310565605991	2.43245635197927e-11	1.02234384586468e-10
LDOC1	-1.24718243338397	3.87298770025063e-09	1.26829874502603e-08
LECT2	-1.43319205916999	9.80987768919714e-11	3.86088592012552e-10
LEPR	-1.1746404973869	5.95457697372659e-14	3.39225507240832e-13
LEPREL1	-1.8259195559624	1.26057944712552e-44	4.7707202167123e-42
LGI1	-1.38140047015529	1.00364682272215e-14	6.34982024770865e-14
LGR6	-1.42515179556144	4.37754773624034e-10	1.59612272616322e-09
LHX2	-2.40267143672191	4.10455826775808e-28	1.71301013219819e-26
LIFR	-3.01255376527815	5.77553796900165e-44	1.92348516519631e-41
LILRA2	-1.81141597764509	1.10091880722132e-29	5.80142404362323e-28
LILRA3	-1.19085853172025	4.73301959391189e-20	6.16699861328801e-19
LILRA5	-1.43932121147251	8.7122403965867e-33	6.90839176590294e-31
LILRB1	-1.48299099892305	4.36154716571042e-23	8.76097507881905e-22
LILRB2	-1.09189483607998	6.43327483521386e-19	7.15132794098673e-18
LILRB5	-1.83084661482017	2.94692615690893e-35	3.24981552085083e-33
LIN28B	1.48150676354945	1.10162659721872e-06	2.72372473598902e-06
LIN9	1.29997909206576	6.37780733239272e-29	3.01423355550606e-27
LMNB1	1.03480980560655	2.13949057119621e-15	1.4727902848929e-14
LPA	-2.78400052389166	1.20253540379856e-26	4.02100794057302e-25
LPAL2	-1.74563511935489	4.61128349808756e-20	6.01308479327753e-19
LPL	2.01556975832678	1.56898802024258e-27	5.96502020846563e-26
LRAT	-3.67473567028616	6.34550018037212e-48	4.40271954181485e-45
LRRC1	1.19919474184093	4.89392616836166e-09	1.58117304143497e-08
LRRC19	-1.20706696012928	6.19513549432832e-10	2.21471438925623e-09
LRRC20	1.24507636806773	8.01212074496363e-28	3.15408592541689e-26
LRRC25	-1.04794827772118	1.84645008445671e-18	1.91213226407794e-17
LRRC3	-1.16727354534305	1.83048000530714e-12	8.72885253389878e-12
LRRC4	-1.66816461436235	5.6586165281471e-36	6.73052017333611e-34
LRRC4C	-1.7093377447387	1.92666613823047e-24	4.70422940378502e-23
LRRC55	-2.27181727639068	6.7832117173241e-33	5.40449959410913e-31
LRRK2	-1.16708975298517	1.26302248930084e-13	6.88440277965221e-13
LRRN1	-1.95131871185481	1.42181725712433e-24	3.51799419994566e-23
LRRN3	-2.5790158590288	3.90988808952261e-41	8.68099419556407e-39
LSS	1.02661061587889	1.752130248476e-22	3.24183032195805e-21
LST1	-1.12484739926472	3.44685612135061e-20	4.56982867298808e-19
LUM	-2.24453403001604	2.88399013394282e-12	1.34145820420156e-11
LUZP2	1.13792442254662	4.5693890208698e-07	1.18371913465345e-06
LY6E	-2.26524470006458	1.52379818258416e-26	5.00479040165512e-25
LY86	-1.08082634785338	2.3564997155764e-14	1.42021112065791e-13
LYPD1	1.91980291779357	7.46206898803094e-17	6.19124926700006e-16
LYPD2	-1.24515003138184	1.20265418356946e-22	2.27384367660069e-21
LYVE1	-3.45428271673558	2.29946613959277e-39	4.30232698387628e-37
MAD2L1	1.8297446996764	9.74529545839796e-33	7.69093175228639e-31
MAEL	1.25617482212781	1.60466722827497e-08	4.88678103241311e-08
MAFF	-1.00608927216162	7.60782855774697e-16	5.52247433058424e-15
MAGEA1	1.73681512303879	1.1663533039401e-11	5.08033356453325e-11
MAGEA12	1.81174610577789	1.3122621965745e-08	4.02872236308234e-08
MAGEA3	3.47077346514417	3.76553300811866e-14	2.21020992778259e-13
MAGEB2	1.29486330392252	1.10341639642738e-07	3.06931809351509e-07
MAGEC2	2.06687144707389	1.90272261048896e-11	8.10958200917897e-11
MAMDC2	-2.18069633805445	1.02999930557894e-24	2.61855701320619e-23
MAN1C1	-1.86029077633342	3.55740377356505e-28	1.49969335790899e-26
MAP3K9	1.09064200260757	2.69485104781295e-27	9.86256256003983e-26
MAP9	-1.14050897750955	2.21899226695744e-10	8.35609661451273e-10
MAPK8IP2	1.22914212177105	2.89888247089254e-18	2.89923068500316e-17
MAPT	1.41676776311968	2.84902591875095e-20	3.81366395490681e-19
MARCH1	-1.01870137122357	2.50512484950233e-14	1.50433966800984e-13
MARCO	-5.54559379219553	6.60617699673282e-58	2.2001211869919e-54
MASP1	-1.35590243533377	3.10170895212361e-29	1.53263078548256e-27
MASP2	-1.75520102351839	1.26360162725925e-13	6.88530572549772e-13
MATN3	1.67513272395708	3.06955652251335e-12	1.42379540982987e-11
MBL1P1	-1.05115565873756	1.56076793761069e-11	6.71921088342638e-11
MBL2	-1.4583895584216	2.9255588427815e-14	1.73925047661541e-13
MBOAT2	-1.01877592309749	4.54326723807106e-15	3.01532427454601e-14
MCC	-1.52563579892665	5.28675574520473e-19	5.95233648878629e-18
MCM10	2.03391144198551	1.21093805899519e-30	7.17599308127685e-29
MCM2	1.96062512005918	6.18841032170404e-27	2.15584536981204e-25
MCM3	1.16182457867125	1.19290930205711e-28	5.36291134338841e-27
MCM4	1.10875772023359	1.56590256677306e-23	3.39523561743555e-22
MCM6	1.14441300231094	1.04675614362426e-18	1.12892378909529e-17
MCM8	1.54350308882489	5.61690228742762e-32	3.9971220893267e-30
MDK	2.37297148795547	7.38423122381973e-30	3.9410967416361e-28
MELK	3.10595668323186	1.44670429742932e-46	7.52828748774782e-44
MEP1A	2.29880504355458	3.80213752588315e-14	2.23090888234694e-13
MEP1B	-1.4405165626367	3.78615448516975e-17	3.26161637284256e-16
MESP2	1.29454744478504	5.01387214960988e-18	4.87112013041445e-17
MEX3A	1.60081592013132	3.21581189356722e-21	4.98600555416028e-20
MFAP3L	-1.71518751959463	4.38007515302024e-17	3.72888606585343e-16
MFAP4	-3.00758989155232	2.50266136260559e-24	6.03975608842148e-23
MFSD2	-3.6196468158297	1.06812473254285e-26	3.60410002884307e-25
MID1IP1	1.04026824341324	3.15981959980426e-17	2.75627637380516e-16
MKI67	2.7140503265791	2.23918210694307e-39	4.23714323236546e-37
MLF1IP	1.26563808277647	1.82550155053403e-25	5.1609935177407e-24
MLYCD	-1.19560185529529	4.70039740727943e-22	8.19824852745766e-21
MLZE	1.09382609791037	4.60426051142634e-13	2.34968268575763e-12
MMAA	-1.13991030165718	5.73378788924073e-21	8.57852973330069e-20
MME	-2.28232657503795	7.58892100019675e-13	3.76673785713631e-12
MMP11	1.33924929775979	2.44438754853059e-18	2.47440373605661e-17
MMP12	2.2476784117434	6.94256254701419e-14	3.90302334682242e-13
MMP2	-1.35426300464205	2.43313840351229e-12	1.14260069642658e-11
MMP7	-2.31616602198683	1.95554576390295e-12	9.29596005153065e-12
MMP9	1.13787885646677	1.1380895923783e-09	3.95811777198901e-09
MMRN1	-1.92480846488895	8.09790403520291e-26	2.37824158719928e-24
MND1	2.51527696094044	3.64854685647388e-34	3.51188452335278e-32
MNS1	1.48630828773568	1.88452658273011e-14	1.15160134516043e-13
MOGAT2	-1.07352722478627	5.75352881562784e-17	4.8338931300623e-16
MPHOSPH1	1.02357372575985	1.7171075928315e-23	3.69900072908541e-22
MPPED1	-1.35895680512853	4.54206026086597e-18	4.43343420069989e-17
MRC1L1	-1.58909642120983	4.8593340090138e-26	1.4712296348745e-24
MRGPRF	-1.40843595204356	6.94709534773515e-18	6.63320136069299e-17
MRO	-2.75489768274856	3.06935954502255e-37	4.29503992804332e-35
MS4A1	-1.62548165289457	1.418265945089e-09	4.87953812347564e-09
MS4A4A	-1.07949816331751	1.6335762803087e-14	1.0071200377527e-13
MS4A6A	-1.59694628755399	2.1287069016767e-29	1.07742332300062e-27
MS4A7	-1.02468245164084	4.10303354119975e-16	3.09157079312481e-15
MSH2	1.41729834327746	2.04878226002717e-36	2.5651370070656e-34
MSI1	1.67971372060491	4.89171928836842e-11	1.98869408178494e-10
MSMB	1.23771430458747	6.18055082696984e-10	2.20997492743616e-09
MSRA	-1.33914947540127	4.93989431009078e-24	1.14726806208691e-22
MSTO1	1.00765590062727	2.48472669293375e-24	6.00517690721812e-23
MT1A	-2.75844136926539	6.63060379800721e-25	1.73060837687172e-23
MT1B	-1.90869037970878	3.42981932182644e-16	2.61508018988342e-15
MT1DP	-1.03987226872363	8.05499086781084e-21	1.17350575617486e-19
MT1F	-2.60415024871303	2.03328986126902e-30	1.18385813880601e-28
MT1G	-1.7806751313463	2.45392765400849e-20	3.32758984483301e-19
MT1H	-3.61413275258109	1.11849235309427e-33	1.02335904745746e-31
MT1JP	-2.4758185673559	4.47732410195951e-36	5.4420730617394e-34
MT1L	-2.68889939536486	6.48425116084166e-33	5.21621982272152e-31
MT1M	-3.87181006522711	1.93799974706561e-39	3.79665550448665e-37
MT1P2	-2.63276922305055	2.52804339406412e-38	4.00923605694816e-36
MT1P3	-1.59805059307081	4.7179553142761e-36	5.69299941255983e-34
MT1X	-1.57407537064255	4.43798947812189e-27	1.58247110898685e-25
MTBP	1.56114063938171	8.7135268494906e-31	5.31493220138159e-29
MTL5	1.33691151774076	6.82659455760741e-19	7.56330356442306e-18
MUC13	1.74767491113389	2.74967016441783e-09	9.14835316241472e-09
MUM1L1	-1.89816093006194	4.21499585171017e-17	3.59939030372707e-16
MXRA5	-2.02653042083658	1.13598120997389e-21	1.87476304345741e-20
MYBL2	1.52369985122447	7.8752222590083e-23	1.52132483824833e-21
MYC	-1.0645512472471	3.59207431599115e-08	1.05215868970773e-07
MYCN	1.29894809041822	4.49152909401208e-13	2.2956704258284e-12
MYCT1	-1.44647033956591	3.5566218961118e-26	1.10083397423892e-24
MYEOV	-1.37560852884676	5.80587671110608e-14	3.31434552599721e-13
MYH4	1.42528467989082	8.77357184873223e-06	1.95762452666607e-05
MYO1A	1.09997849596788	2.04660233008884e-15	1.41293623551573e-14
MYOM2	-2.33627852301869	1.09895443591581e-45	5.22851121910572e-43
MYOT	-1.33534300338861	7.18022083485869e-19	7.92346171915619e-18
NALCN	-2.04806150816776	3.56884458913159e-17	3.08558671330318e-16
NAP1L3	-1.56464751340479	3.55526369628936e-14	2.09343179174719e-13
NAP1L5	-1.26354185351896	3.05283499312913e-17	2.66574768251632e-16
NAPSA	-1.00081268742152	4.63551884678663e-31	2.95749654546709e-29
NAPSB	-1.47519193162227	5.87874690589452e-32	4.14800396088795e-30
NAT1	-1.00737075580085	2.02279933461026e-15	1.3976620132751e-14
NAT2	-3.83427157859178	7.71497654143046e-27	2.65983000761698e-25
NBEA	-1.18101908163427	6.56278225196079e-13	3.28277110422503e-12
NCALD	-1.15887436221568	3.59767367776044e-16	2.735546213793e-15
NCAM1	-2.42354430038551	2.81799774426947e-43	8.09056869613366e-41
NCAPD2	1.06605528191142	3.22794994472356e-28	1.36425945379535e-26
