gene	logFC	pval	adj_pval
SLITRK3	-1.90226322695569	1.60406938790602e-12	7.69546627698386e-12
SLITRK6	-2.50026686662423	7.01619877349889e-38	1.081793907188e-35
SMAD9	-1.96882578180722	5.16920882252244e-25	1.3772426450023e-23
SMC1B	1.11621001272836	8.06518334757242e-12	3.57374755465077e-11
SMC4	1.02760534089186	8.99499768816375e-31	5.46659494537602e-29
SMG5	1.05814601240783	6.43770425919989e-29	3.02826698655922e-27
SMO	1.14640699880006	9.44043288303234e-19	1.02278522035299e-17
SMPX	1.52751700604582	2.76565284809713e-08	8.21359929133466e-08
SMYD3	1.40698872073816	2.95683469716525e-23	6.08618187604398e-22
SNAI1	-1.09849028056223	8.94094766631134e-24	2.01195487215428e-22
SNCA	-1.08494414901092	6.2596810084795e-18	5.98714578708792e-17
SOCS2	-2.11016671925895	9.03604613388612e-27	3.09605432554469e-25
SOCS3	-1.3243111135934	2.11511348945207e-18	2.16610515537244e-17
SORT1	1.1593175454975	5.96593463536233e-15	3.88520702182454e-14
SOX13	1.10887999645552	1.01415898334838e-33	9.38209743928731e-32
SP5	1.08940588833919	3.13759553497852e-09	1.03685732979683e-08
SP8	1.54093360686491	6.96421570434927e-10	2.47795128010308e-09
SPAG5	1.32194541273843	3.00004711386681e-24	7.15713245560318e-23
SPATA18	-1.80624222042216	4.60021517684765e-27	1.63332160180953e-25
SPATS2	1.23314009241362	3.94853804022352e-29	1.91694039200589e-27
SPC24	2.86061288557184	2.64505924800695e-40	5.57538311364705e-38
SPC25	3.15186536172219	7.28169655314654e-38	1.11242945874308e-35
SPG20	-1.69375686768682	1.49861385355101e-27	5.72360502048884e-26
SPIC	-1.83604061659814	3.73836923114979e-21	5.74804473103475e-20
SPINK1	2.65530063115679	5.28644051168408e-13	2.67893510044319e-12
SPINK5	1.44642894726059	5.36500264765694e-12	2.4303053342977e-11
SPINT2	-1.19045213896564	5.73339879603568e-10	2.0589294102132e-09
SPOCK1	1.90403345903223	4.64235441009609e-15	3.07007488629547e-14
SPOCK3	-1.19826162366141	4.51382653356181e-10	1.64185756742838e-09
SPON1	-1.65941452671169	5.93597513989326e-18	5.69971928272438e-17
SPP2	-2.33546661772334	2.83522831098753e-15	1.92075760108073e-14
SPRY2	-1.15362564701482	2.66247979854026e-29	1.32741358099678e-27
SPRYD4	-1.23604328722166	3.30280715352759e-21	5.11137032718786e-20
SPSB4	-1.42602706169231	1.05413812107375e-31	7.19406065250826e-30
SQLE	2.07437149423004	3.88508156253357e-32	2.8127990512743e-30
SRD5A2	-3.01586761501504	2.07277799422133e-22	3.80131048015127e-21
SREBF2	1.00872150792824	1.16822714617089e-19	1.42619636642505e-18
SRPX	-3.45858161918672	4.62569846249505e-37	6.41892756645563e-35
SSTR1	-1.45481814730749	4.0882695532939e-09	1.33590786109596e-08
SSX2	1.47837029257434	2.04407069648452e-07	5.49795917264742e-07
SSX4B	1.18437321003133	2.16811816099277e-08	6.50748082495524e-08
ST6GAL2	-2.19736958369093	1.72479730735537e-37	2.49750650105057e-35
ST6GALNAC3	-1.26057112354251	5.87730683117985e-19	6.55957864294952e-18
STAB1	-1.1516743250036	1.32767587221222e-22	2.49249815378555e-21
STAB2	-2.60133289979498	4.15398714279864e-59	3.45860969509415e-55
STAC	-1.29435787430611	5.21697573429593e-10	1.88485745123662e-09
STARD5	-1.26362527213883	1.80574403252858e-22	3.33361969286761e-21
STEAP3	-1.39828131164357	7.3401970735424e-20	9.28086269313805e-19
STEAP4	-2.37273203466462	4.8437028404409e-31	3.06681899996281e-29
STIL	1.95311536283773	8.92273932413737e-38	1.33857166869852e-35
STX11	-1.30723912410586	3.99689022760289e-20	5.24891293927787e-19
STXBP6	1.20264587725018	1.3431515189625e-14	8.3831181011108e-14
SUCNR1	-1.1687462776674	2.73113205554688e-15	1.85552064418469e-14
SULF2	-1.36377949921551	6.87495914767334e-19	7.6067654303692e-18
SULT1B1	-1.95703388813773	1.5240561855401e-14	9.42040965167548e-14
SULT1C2	2.5582511804701	1.72273639549854e-15	1.20129842788282e-14
SULT1E1	-2.25501311194603	1.48156935224386e-18	1.56506561509525e-17
SUV39H1	1.1657880871387	1.01147920996509e-25	2.94976388867578e-24
SVEP1	-2.17786975717513	1.69634276969934e-22	3.14560131414626e-21
SYNPO2	-1.22624363358527	4.75873883270338e-16	3.55826309125176e-15
SYT13	-1.10222731942286	2.81167702591481e-11	1.175724931214e-10
SYT9	-3.38814538192044	1.00826174788587e-43	3.05264993196282e-41
SYTL3	-1.09007950352623	7.19568597493065e-21	1.0594391056989e-19
SYTL5	-2.17861200180982	1.41140886239295e-28	6.25073946185304e-27
TACC3	1.13773358239065	1.28022179206145e-23	2.81243446984265e-22
TAGAP	-1.08551430989026	1.48280607363337e-13	8.01157908440714e-13
TARBP1	1.33854383323911	1.27509216077501e-32	9.87573705173275e-31
TAT	-1.33182609624806	4.13613373173144e-11	1.69684402317792e-10
TBC1D16	1.44570514381247	1.38798649693031e-34	1.41796019306034e-32
TBX15	-2.13514190554606	2.96276034828671e-21	4.65432880374248e-20
TBXA2R	-2.35902890078047	9.03838234802208e-43	2.42753456224619e-40
TBXAS1	-1.31247433896289	2.58390334984427e-23	5.39863972165707e-22
TCEAL7	-1.28359697165298	1.47772285824689e-20	2.07479266741376e-19
TCF19	1.79895206675175	2.56742457182789e-32	1.89171477743708e-30
TCF21	-1.37502660995374	7.84562718008808e-32	5.42097028227497e-30
TCN1	-1.1740523653577	1.77802288393574e-09	6.04237491087714e-09
TCTEX1D1	-1.3705048707086	5.81859350272967e-16	4.2910194423142e-15
TDO2	-1.26744513015268	2.25554595164256e-12	1.06430578596633e-11
TDRKH	1.57883367073938	3.60040706980268e-35	3.8679986146035e-33
TEK	-2.05186935898751	2.24098246247923e-30	1.29492413527855e-28
TFF1	-1.03747264317642	8.39656314964439e-05	0.00016710836568409
TFF2	-1.55700757837597	2.11134079449472e-09	7.1126940946644e-09
TFPI2	-3.0973542100791	5.77960449446822e-39	1.04610841349875e-36
TGFA	-1.41612948734181	8.02006625778547e-16	5.809053646135e-15
TGFB3	-1.08594350647874	7.96253853617218e-14	4.44492764680989e-13
TGFBR3	-1.32282808519782	3.83008409416524e-21	5.86739285520143e-20
TGM3	2.27285025503805	5.1222396387327e-18	4.96047133282153e-17
THBD	-1.77683567609658	4.69911889276587e-27	1.66135303189676e-25
THBS1	-1.38227946028745	6.92378920315385e-16	5.04352308884155e-15
THBS4	3.06676927507016	1.19193422804285e-28	5.36291134338841e-27
THEM5	1.08102567593843	1.91206909755354e-18	1.97639817582008e-17
THRSP	-2.85522627092352	1.42930523325443e-14	8.89084450659425e-14
THY1	1.69756018573927	1.04364261280256e-20	1.49301862443198e-19
TIAM1	-1.17638523053928	6.58854108847642e-21	9.73490560827944e-20
TIGD1	1.35848760415356	5.63376175167061e-23	1.11417340485533e-21
TIMD4	-3.58949474750448	5.60108209023656e-32	3.9971220893267e-30
TINAG	1.23997386349913	8.3991700302137e-08	2.36294947361241e-07
TK1	1.26499636131058	9.2320493814874e-27	3.15671635114021e-25
TLCD1	1.08789484795667	2.1186929810016e-20	2.88947383453224e-19
TLR4	-1.29311147412512	3.80584227133972e-28	1.59634472298108e-26
TLX1	1.60377979438239	1.639837574174e-19	1.97017137699462e-18
TM4SF20	1.27347674145813	1.49294053771742e-05	3.25313345120001e-05
TM6SF2	-1.18006266348754	4.61790205065295e-13	2.35592233294954e-12
TM7SF4	1.0639302401399	1.10525579799617e-10	4.31630383401318e-10
TMC7	1.40030040454342	1.58156361722801e-21	2.55939721614002e-20
TMEM100	-2.01079483070917	1.20494589534778e-16	9.79724562955624e-16
TMEM106C	1.26589042050586	2.44851743218677e-30	1.39156014610151e-28
TMEM118	1.72134611876825	1.01852646699316e-20	1.45834073330783e-19
TMEM125	-1.70284497548579	1.38201365692909e-15	9.75552836591061e-15
TMEM132C	-1.73799174076976	7.23921096526794e-32	5.0340648704236e-30
TMEM154	-2.2293603205959	8.03756480913205e-25	2.0750624682429e-23
TMEM169	1.22708988718484	2.03899705270262e-14	1.24143981431825e-13
TMEM16C	-2.10476762748616	4.79732333699017e-20	6.24589743608759e-19
TMEM26	-2.04397854101013	2.80731494132792e-36	3.4886125673875e-34
TMEM27	-3.06646646011657	4.14430694222369e-33	3.4678894071311e-31
TMEM45A	-1.31542317828321	2.09933391463185e-16	1.64850463077437e-15
TMEM45B	1.17346071349296	4.6725948764832e-11	1.90425966429756e-10
TMEM47	-1.13168050243878	1.50165849867805e-13	8.11080678559421e-13
TMEM71	-1.21510838529871	1.44025355700794e-21	2.34438926992144e-20
TMEM74	1.01487207693659	6.07160821882796e-14	3.45184090337737e-13
TMEM82	-1.9709096984382	9.47333619301272e-27	3.23258185012393e-25
TMPRSS2	-1.69079212993294	2.02743264498119e-23	4.33386500696107e-22
TNFRSF10D	-1.08611040059544	2.28237129644193e-18	2.3174418797775e-17
TNFRSF11B	-1.54470256703292	2.61117779850978e-19	3.05132159303754e-18
TNFRSF17	-1.24956085526374	1.10348581896909e-08	3.4167433725313e-08
TNFSF4	1.14549104342094	1.5577706423905e-16	1.25072308279106e-15
TNN	-1.26498110399696	1.92107112395055e-16	1.51897798461655e-15
TOP2A	3.54408392214367	1.16221799768746e-47	7.74130163899661e-45
TPBG	-1.48966391313418	2.30939888282848e-17	2.05318260527816e-16
TPD52L1	-1.22117435561105	1.74938300028547e-12	8.35888829863807e-12
TPK1	-1.00891143077927	1.3812708319566e-16	1.11384609654922e-15
TPPP2	-2.0389117046637	1.71227361541845e-20	2.3721115011604e-19
TPX2	1.98444659371149	2.22954046687772e-34	2.22313220685316e-32
TRAIP	1.68659579438549	1.49825378378497e-32	1.13922018299485e-30
TRAM1L1	1.51612991052723	1.25624596516286e-12	6.10061470163077e-12
TRAT1	-1.51253557564764	3.17464962025393e-12	1.47090332433134e-11
TRBV3-1	-1.04378325618755	1.45735422851258e-09	5.00368301302916e-09
TREH	-2.20234263108599	5.94603288432121e-23	1.17314383400138e-21
TREM2	1.02657006044946	2.56620122135019e-13	1.35143525420378e-12
TRIM16L	1.93458565192685	1.15718880788305e-17	1.07351019659435e-16
TRIM22	-1.02908758994493	5.82926369970564e-16	4.29698535314291e-15
TRIM31	1.07213173895171	9.67526588698912e-17	7.92486608707048e-16
TRIM45	1.56555062162639	1.31157294845124e-26	4.34201048461434e-25
TRIM59	1.60975041836476	5.09935828901874e-19	5.75301586915583e-18
TRIM71	1.52031366504321	9.60941761838305e-12	4.22317292640049e-11
TRIP13	2.66033241337701	3.21207032192788e-36	3.9620292593143e-34
TROAP	2.00242778232262	2.38171030073062e-33	2.07645235223907e-31
TRPM8	-1.7394402314507	6.45578492958275e-14	3.65031343454709e-13
TRPV3	-1.09058884536502	2.23648811733453e-14	1.3527787914949e-13
TRPV6	-1.18963078407268	3.14397383099536e-28	1.33554725086058e-26
TSLP	-2.5316775709687	2.2191989918812e-25	6.21077338030349e-24
TSPAN7	-1.38462448600443	2.00402045725306e-22	3.68332766602405e-21
TSPY1	1.30228512653215	1.45398166444993e-05	3.17239290833599e-05
TSPYL5	-1.55470550034857	1.49515490753875e-24	3.68849178079041e-23
TTC13	1.00750835117374	4.0910961856515e-29	1.9803759791706e-27
TTF2	1.0468059646779	3.10194989826135e-24	7.379095672264e-23
TTK	2.90620842364006	7.29424044529882e-39	1.30606120317329e-36
TUBB4	1.22278888865905	4.77498187725445e-09	1.54514182316442e-08
TUBE1	-1.28102082756992	7.16607868677776e-23	1.39078720620307e-21
TYMS	1.16459135621166	7.68907856608632e-20	9.68521454481614e-19
UBD	1.09548537763988	3.37574664305298e-11	1.39798391196514e-10
UBE2C	3.23038371484205	4.84503149559923e-46	2.44483225650662e-43
UBE2T	2.7373007241768	3.05444032365975e-45	1.30416769922005e-42
UBXD3	-1.62372064905013	4.88959793046018e-13	2.48691462241976e-12
UGT2B10	-1.82747906006933	1.18590986023407e-17	1.09648922779665e-16
UGT2B11	2.38808655867992	1.75899444788556e-15	1.22453075025879e-14
UGT2B15	-1.26652238939639	4.12554774990338e-09	1.34729596256895e-08
UGT2B7	-1.74860650808828	3.55880947329378e-18	3.52277396592207e-17
UGT3A1	-1.91604024508748	3.27906609313923e-13	1.70368201506878e-12
UNQ338	1.53192180152385	5.28288829060144e-19	5.95200648275339e-18
UPB1	-1.10586652523417	6.4258133966781e-09	2.04593966886202e-08
UPK3A	2.13438436858039	2.3828705410906e-12	1.12184224626069e-11
UROC1	-2.95786023669911	3.41340137742389e-24	8.07385791716797e-23
UST	-1.00352810418725	7.36467334962725e-11	2.94304153150931e-10
VASH2	1.06807841540077	3.61253440656989e-19	4.16592264114971e-18
VCX	1.43716240718438	8.68374497392553e-09	2.72063445542442e-08
VCX3A	1.43736855753522	1.39014290577671e-09	4.78772692181877e-09
VCX3B	1.45615407340561	4.39955749553232e-09	1.4311668571128e-08
VEPH1	-1.1005598126124	1.57999322244692e-09	5.40136463563664e-09
VIPR1	-4.12001420148618	6.04351295246562e-51	6.28978610527859e-48
VMO1	-1.08907135679158	1.2538063916124e-35	1.43988855400894e-33
VNN1	-2.16420281833381	9.73518815752675e-18	9.14843979679094e-17
VNN3	-1.11105158574345	1.16552068313074e-07	3.23201505670159e-07
VSIG2	-1.37645276055336	1.93538984016428e-18	1.99802303895943e-17
VSIG4	-2.20270440408837	2.32540866818847e-27	8.66279757106811e-26
VTCN1	-1.29061843296261	1.30026469976668e-16	1.05208978525339e-15
VWF	1.20341382524727	4.58133834943783e-13	2.34013638634475e-12
WASF3	-1.09266269880983	1.68763603802026e-08	5.12539035292965e-08
WDHD1	1.40917204394997	1.75893112893625e-26	5.72064866387627e-25
WDR21C	2.43468246065317	6.61286100876648e-12	2.96173645825658e-11
WDR66	-1.30454255232187	3.09778861574902e-25	8.47027409099176e-24
WDR67	1.31099694903697	4.86468020888154e-30	2.64727630190508e-28
WDR72	-1.8297272804072	2.81716030130118e-16	2.16580578657744e-15
WDR76	1.24964632901818	2.7255722152622e-22	4.92258443910479e-21
WFDC1	-1.71768249918395	2.72623165947717e-20	3.66106528980757e-19
WNK4	1.05365421122845	2.44093077061184e-09	8.15537303214854e-09
WNT11	-1.97146617093252	2.21197757108276e-23	4.66842211833589e-22
WNT2	-1.21291073842033	5.15969841449254e-23	1.02651491037192e-21
XAGE1D	2.20966722484445	5.60119125364226e-10	2.01492842418775e-09
XDH	-1.58715189695435	5.86500539539082e-15	3.82097299859343e-14
XPNPEP2	-1.0391198003253	0.000351949672667984	0.00064808868177234
ZDBF2	-1.36433937470009	2.03001472426711e-18	2.08665464126518e-17
ZEB2	-1.00196741274234	6.85899452799795e-21	1.01165612825706e-19
ZFP1	-1.13761687168307	1.58013006119318e-18	1.66008364536207e-17
ZFP36	-1.2633308721565	5.32914487277636e-30	2.87187444729683e-28
ZFP41	1.24164625277603	2.60007543052103e-27	9.53666433238681e-26
ZFPM2	-2.1427393920778	3.02827270367613e-26	9.46093753501218e-25
ZGPAT	-1.34641458330573	3.07887526667724e-20	4.10155447525675e-19
ZIC2	3.90628843068278	9.43673325803591e-29	4.3529219449533e-27
ZIC4	1.3474420901796	6.25898635292301e-12	2.81308072196691e-11
ZIC5	1.44881488568664	6.23127366163686e-16	4.56503163280145e-15
ZKSCAN3	1.35301477085636	2.24670127215338e-27	8.42614179817525e-26
ZMYND12	-1.06714486141791	3.04932612876986e-11	1.26911718810987e-10
ZNF107	1.08178868983268	1.80216519239416e-17	1.63273421021477e-16
ZNF300	1.12864116589353	7.87930780270253e-11	3.13515492307294e-10
ZNF341	1.0122699183323	3.30593579374329e-25	9.0098924447485e-24
ZNF462	-1.02807789884054	1.33204919199787e-17	1.22548525663804e-16
ZNF57	1.0812278636394	2.47003755548194e-17	2.18898698104764e-16
ZNF572	1.72015812031869	2.67499239729996e-24	6.42770178929854e-23
ZNF605	1.16657559760646	8.0449294824056e-22	1.3518079287691e-20
ZNF648	1.01115732514894	6.92229603342133e-09	2.19394886845322e-08
ZNF792	1.11940645284785	2.8361175138249e-24	6.80504738331588e-23
ZSCAN2	1.26374570399406	1.75298763050933e-36	2.23150664314507e-34
ZSWIM5	1.25287024816733	1.04252802306619e-11	4.56006741268668e-11
ZWINT	2.03455540414098	1.41485715143121e-35	1.61371241682415e-33
hCG_1813624	-1.2099407892816	5.22402633510534e-09	1.68325244837798e-08
hCG_1990170	-1.55980091796768	5.72007950651155e-25	1.50237798016452e-23
hCG_2024596	1.05908702634018	1.03774681658037e-26	3.51946231969375e-25
tcag7.1196	1.00082897216363	2.27648745168221e-18	2.31287791613253e-17
